summary,reviewText,overall,sentiment,enhanced_rating
Five Stars,Works great,5,0.8,4.84
Excellent product,"These are good fasteners.  Be sure to check the size.  These are the T25 size, and they are 9/16' long.  Be sure your gun can hold this size.  My original gun, would NOT take this T25 size, so I had to buy a new gun, about $25, for them to work.",5,0.45162337662337665,4.374657369614512
Five Stars,Works as intended.,5,0.0,4.110833333333334
they hold things down,Staples - they hold things down,5,-0.15555555555555559,3.741388888888889
Five Stars,Fasteners works great will buy again.,5,0.8,4.26
good product,Not much to say other than they work fine.,5,0.22291666666666665,4.4591666666666665
Perfect,Perfect,5,1.0,4.908055555555555
Five Stars,"Staples for the T25 tacker - perfect length
staples and tacker work well",5,1.0,4.166666666666666
Four Stars,These work,4,0.0,3.7399999999999998
Five Stars,always need staples,5,0.0,4.366666666666667
Five Stars,good product,5,0.7,4.640000000000001
Five Stars,happy,5,0.8,4.859999999999999
Five Stars,happy,5,0.8,4.859999999999999
Five Stars,Works as intended.,5,0.0,4.110833333333334
They hold things down.,They are staples.  They hold things down.,5,-0.15555555555555559,3.741388888888889
They work,They are staples.  They work,5,0.0,4.08
All Arrow products are Great,"Great quality, Works great!!  Reasonably priced.  All Arrow product work as advertised.  I have several of them. Would definately buy Arrow products again.",5,0.56,4.4471582491582495
Replenish,Just running low on staples. Have been purchasing this Arrow brand for over 40 years! You can't go wrong with these.,5,-0.25,4.289158249158249
Replenish,3/8 and 9/16 are pretty popular but 7/16 staples are hard to find locally so these are working out good. Running wire along different kinds of wood require the right size staple.,5,0.220578231292517,4.526936026936027
Arrow fasteners 3/8 inch staples,The new Arrow fasteners are for stapling wiring.  I purchased them for hanging exterior Christmas lights.  Both my son and I thought they were the best staples we had ever used in the outdoor lighting installation.  They do not penetrate the wood too much so they can be easily removed when taking the lights down.,5,0.3228282828282828,4.354592592592592
... are metal braces and seem to be working just fine.,They are metal braces and seem to be working just fine.,4,0.4166666666666667,3.793333333333333
As expected,Product came as expected,4,-0.1,3.435
L Brackets that helped my desk,Needed to brace up my desk (Altra Parsons Desk with Drawer) that was starting to lean and these L brackets helped.  Thanks.,5,0.1,4.298333333333334
Five Stars,good,5,0.7,4.562
"paid $3. 41 one month ago, now $5 ...","paid $3.41 one month ago, now $5.21; and there not silver plated.",3,0.0,2.9868939393939393
Works...,What I needed to secure targets at the range.,5,0.4,3.824
Five Stars,As advertised,5,0.0,3.94
Five Stars,Perfect fit!,5,0.75,4.890000000000001
These fit my stapler fine and work great :),These fit my stapler fine and work great :),5,0.5291666666666667,4.458166666666667
good value VIP AUTO NYC MECP CERTIFIED PRO INSTALLATIONS 5710 ...,"good value

VIP AUTO NYC
MECP CERTIFIED PRO INSTALLATIONS
5710 3rd Ave.
Brooklyn, New York
347-987-3872",5,0.38409090909090904,4.79
Four Stars,As described...,4,0.0,3.3200000000000003
Five Stars,OK,5,0.5,4.38
Five Stars,"Great L bracket, durable and has a nice finish.",5,0.7,4.196
quality staples,quality staples for replacement,4,0.0,3.9266666666666667
Five Stars,"Great item, fast shipping.",5,0.5,4.487424242424242
good stapels,not bad,5,0.5249999999999999,3.3552051282051285
Works perfectly for my needs,Works perfectly for my needs,5,1.0,4.466
Works but flimsier then I remember,Works but flimsier then I remember,4,0.0,3.6399999999999997
it works like it suppose to,"not much to say, it works like it suppose to, this is light duty.",4,0.15000000000000002,3.3116666666666665
Five Stars,good value,5,0.7,4.74
Five Stars,Thank you,5,0.0,4.0
What it is,"It's exactly what it says it is, which is JT-21 staples. And that's what I needed :) I like that size for stretching watercolor paper.",5,0.375,4.453
Great staples for a great price,"These staples just arrive and they fit my Stanley TR45K Light Duty Staple Gun perfectly. I use a lot of staples on the bulletin boards at church and usually run out right in the middle of a project. I ordered six boxes this time, because of the price and free shipping with Prime. It is a great bargain. I can't do without Amazon.com",5,0.4635714285714285,4.151785714285714
"Always get the best, genuine accessories for your tools","I am a woman who does most of the repairs around my house. A very handy tool that I have had for countless years, is my old staple gun.  When I ran out of the box of Arrow staples, I purchased a generic,  inexpensive new box at the local hardware store. . UGH, what a mistake. I took them back after I tried to use them, and realized how flimsy they were. No one in town had this brand, but Amazon had them, of course!  I laughed that, my old box had a $1.29 label still stuck on it. Since this new box was considerably more, I am left to wonder just how long ago I had purchased the old box!  The genuine part may cost a little more, but as for most things there is no substitute for quality.",5,0.2685822510822511,4.129166666666666
Five Stars,Excellent.,5,1.0,5.0
Four Stars,Good,4,0.7,4.062
Perfect replacements...,I couldn't not find replacements for my decade plus old swingline tacker anywhere.  So I ordered these at Amazon and they work very good.  These are a bit thicker than  my original staples and I like that because they seem to hold better when I staple in wood.  I better order a couple more packs!,5,0.5728571428571428,4.4387878787878785
Good Staples,"I bought these for my 30 year old Swingline stapler.  They are the correct length for fastening thick things, like padding to a chair seat.  I bought several other sizes, too.",5,0.07499999999999998,4.223232323232323
Five Stars,great,5,0.8,4.8
"Hard to find locally, but nice price on AMAZON","A little harder to find this ""crown type"" staple in our local area but nice to find a reasonable price on AMAZON.

Would have a 5 star except for unusual need for this type staple in our electric staple gun",4,0.11342592592592592,3.757537878787879
Five Stars,They work great in my old Swingline staple gun,5,0.45,4.195223063973064
Five Stars,Arrived timely and as described.,5,0.0,3.87
"Countour Surface Sanding Sponge, Super Fine",I wouldn't be without these sanding sponges.  I use them when I need to clean my pots and pans and get a nice shine on them.  I also use them in various craft projects.  These are indispensible to anyone who likes to keep their items in nice condition.,5,0.3861111111111111,4.5035740740740735
"Perfect. Easy to hold, easy to use","I dug out my old HO train set for the kids to play with. The brass track were oxidized, and I did a little research on what was the best way to clean them off and get them shiny again. One website recommended these 3M sanding sponges so I got one. It's perfect. Cleaned those tracks up perfectly, they look like new and the train is running again. The sponge is soft and easy to hold. My girls helped clean the tracks and were taking turns doing it. All in all I'm very happy with this.",5,0.5130140692640693,4.410666666666667
Gotta love this stuff,Does what it says,4,0.5,3.9483333333333333
Better than sandpaper at the same price,"The tough screen works and is like abrasive window screening.  When it loads up just take it off and run it under the faucet to clean, put it back on and good to go.",5,0.1962962962962963,4.677407407407408
Five Stars,works great@!,5,1.0,4.84
Great for wall prep.,For use with my pole sander head.,5,0.8,3.9884623015873015
Wears out fast,wears out very fast if used on a lathe. Good for small hand sanding projects.,3,0.22749999999999998,3.394
but that was more like a swipe here and there across the surface,"While not as rough as the medium grit version (9090NA) this sanding screen is still not what I would call 'Fine'. Use this with a very light touch and make several passes though, and you can get a finished surface out of it with a little practice (I ""practiced"" on a ceiling joint that used to separate two rooms before moving on the more visible wall joints). I still followed up with a 320 grit sanding sponge to soften things out, but that was more like a swipe here and there across the surface. Use the sanding screen with a vacuum of some sort and you have virtually no dust at all.",4,0.2378703703703704,3.839888888888889
Five Stars,Does what it is supposed to do,5,0.0,4.279999999999999
Five Stars,"great product, arrived on time and good price.",5,0.75,4.645
Works as it should,Works as it should,5,0.0,4.08
Great product,Shipped quick and works great,5,0.6444444444444445,4.82
Five Stars,Excellent product,5,1.0,5.0
Cut For Refill for Sofn Feet Pedicure Tool,I purchased these to cut up and use as a replacement refills for my Sofn Feet pedicure tool. The tool actually comes with MEDIUM GRIT which also works well. It was just cheaper to buy and cut these than buy the actual refills the company and vendors offer.,5,0.0,4.3133333333333335
it sands,not much you can say i used them for cleaning my stove verses drywall frankly they work great for that so when you get done walls clean you oven and  grill and smoker  great scrubber,5,0.46666666666666673,4.558888888888889
works,works,5,0.0,4.08
Four Stars,Good,4,0.7,4.062
So much better than multi-purpose foil tape,"I originally purchased a multi-purpose foil tape at the local Home Depot and later found that it was only rated for up to 200 degrees Fahrenheit. I had applied it to a new 4-inch Type B (Double-wall) flue for a new water heater. Then I found this tape and ordered it.

As I was removing the multipurpose foil tape I noticed that it was made of a plastic & foil segments and thought I am so glad I got the 3M High Temperature tape as plastic can't be a good sign. I covered all the joints and am happy with the results.

This should be available in the local home supply store but it's not and I am increasingly relying on Amazon and the reviews to make these purchases. Thank-you Amazon.",5,0.2852097902097902,4.224051095270097
Recommend,Works as designed,5,0.0,4.14
Does not stick at 300 degrees.,"Tape is tape only as long as it sticks, using my precision digitally controlled hot air rework station and at 300 degrees (the lowest I tested it) it lost all adhesiveness.",1,0.05,2.295816840277778
Five Stars,Fine,5,0.4166666666666667,4.296666666666667
way to easy to tear as you use it,"No strength to the tape, way to easy to tear as you use it.",3,0.43333333333333335,3.3654166666666665
meh,"The metal will resist heat, the adhesive not so much.",3,0.2,2.8818888888888887
good,Decent quality,5,0.4333333333333333,4.681666666666667
A good product.,A good product.,4,0.7,4.02
Adhesive burns at woodstove temps,"Good for all around low temp use where you need foil tape. However for woodstove temps, the adhesive melts and burns. I used several good-sized strips along the steam of the stovepipe. The adhesive was left in a pool on top of the stove and burned brown. I ended up taking it all off.",2,0.24,2.439694444444444
Does its job.,"It is ok. It is basically a roll of foil with adhesive applied. Expensive as hell, but if you need it, you need it.",3,0.0,2.848
Five Stars,Good foil tape.  Great for dealing dryer vent tubing to keep in place.,5,0.75,4.659041958041958
Five Stars,For connecting stove pipe joints.  Worked,5,0.0,3.864590476190476
Four Stars,Took way too long to arrive but works great,4,0.375,4.3
Doesn't stick when exposed to low grade heating (less then ...,"Doesn't stick when exposed to low grade heating  (less then 100f). Wasn't  being used to hold anything  on, but whats the point if it peels up?",2,-0.08333333333333333,2.085
Doesn't make a very good seal,I should have done more research before using this with my pellet stove flue pipe. This tape didn't seal my flue pipe worth anything. The only good thing about it is that it comes off very easily without leaving residue after you realize its doesn't work. I used high temperature silicone sealant instead.,2,0.4476190476190477,2.2634
Seals great,"Works great, used on stove chimney to cover breaks in joints where screwed in areas didn't get a complete seal. It can get messy if you apply with heat or over silicone, but it has held for us very well.",5,0.34,3.91792380952381
Tough and heat resistant tape.,"Using this product to seal up connection joints on my furnace flue exhaust pipe.  So far, no leaks and no escaping exhaust gases.  I have used similar products in the past but this is more heavy duty and stronger.  Wish they had a 25 or 50 roll available.  Great product.",5,0.1201388888888889,3.8084
Works well,Used this to seal the edges of our fireplace stovepipe and chimney and it worked great! Does what it is supposed to do!,5,1.0,4.08
Not a good flue tape - leaks,"I used it on a pellet stove vent pipe and I had to seal over the edges of the tape with high temp silicon sealant after I found ash was blowing out around taped joints. Useless on flue pipe joints that never exceed 200F. High temperature flue tape? Not this one!
I did clean the pipe with acetone before taping the joints.",1,-0.02466666666666665,1.9535515873015874
Works great,Velcro sticky-back square strips.  What else do you want me to say?  They work well for what they were intended for.,5,0.8,4.175333333333334
It's velcro alright,"It's velcro, what more can I say",5,0.5,4.0088888888888885
Four Stars,As advertised.,4,0.0,3.44
Velcro brand works,"These are great.... sticky backed, so perfect for the ""press on"" project.  And Velcro brand - so they work.  They are a bit spendy this way.. but convenient.",4,0.9,3.6653333333333333
Five Stars,Superb.,5,1.0,4.0
Works well,I really like the Senco DS200-AC Duraspin driver using these screws.  They work well and make hanging drywall a one person job for a neophyte like myself.  I would purchase both again.,5,0.2,4.23
The next best thing to having someone do the work for you,"This may not be any faster than rocker with years of experience using a hand full of screws and a regular gun, but for anyone else, it's a heck of a lot easier.  True there a some areas that are hard to get into, like corners, but if you have a straight line you can really fly.",5,0.30104166666666665,3.8597222222222225
Five Stars,Works and fits just as expected!,5,-0.125,3.9400000000000004
Great products.,This was money saver!!!!  Great products.,5,0.9,4.498
Five Stars,Works great with senco drywall tool,5,0.8,4.2283333333333335
Great screws. I strip them off and use them,Great screws.  I strip them off and use them individually,5,0.5333333333333333,4.558333333333334
Five Stars,Work great in my Makita drywall drill.  Will definitely order more when these run out.,5,0.43333333333333335,4.773333333333333
Screws,These nail strips are simple to use.  Nice tool accessory.,5,0.3,4.226111111111111
Four Stars,Worked great! Thank you.,4,1.0,3.6399999999999997
Five Stars,these screws are great used almost the whole bucket in one flooring job.,5,0.5,4.616666666666667
good screws. great price,Great screws. Better than what the orange box sells,5,0.7,4.455666666666667
Five Stars,works as expected,5,-0.1,3.84
but they are great and cut the work in,"had never used these before, but they are great and cut the work in half",5,0.4777777777777778,4.543333333333333
Five Stars,After using a senco gun I will never use anything else for drywall ever again.,5,0.0,4.23
love the senco system,"I have the corded senco tool. The screws are a no brainer. The senco system is a must have is u do drywall. hardie bord or plywood/ osb.
Makes my job easier everyday",5,0.15,4.283333333333333
Four Stars,Worked great! Thank you.,4,1.0,3.6399999999999997
really slick setup,Used a battery power duraspin and the screws on a drywall project.  Man it went smooth with this gun.,5,0.07500000000000001,4.376666666666667
Excellent - tightened door frame - no more cold air leaks there,"Applied to door frame 'wood' at hinge side - metal doors and this did the trick - past few days - dropping to 45 out - staying 70 inside - w/o having done this, we  would have had to kick the heat on. Even leaving the paper intact works great.

Neighbor 'had' gap at sill - rather than apply to their door bottom/applied to 'outside edge' of [not top of sill] where the door bottom meets the sill -  does not affect opening / closing of either our doors or theirs.  Fantastic product -

Disappointed neighbor cat as she on inside waiting for 'many more' crickets to enter 'her domain'",5,0.075,4.031157557720058
Five Stars,for my project this was ideal.,5,0.9,4.341
sealed gap on door in travel trailer,the door in my travel trailer was not completely flush and I used this to snug it up and it was extremely easy,5,0.19166666666666668,4.007824224386725
Durable foam and quality adhesive.,Worked well for sealing our portable window AC in our house. The adhesive held up well through insanely hot Arizona summers for over a year until we moved. Would highly recommend.,5,0.20500000000000002,4.255638888888889
Four Stars,"little sticky, but works well",4,-0.1875,3.6399999999999997
Five Stars,Worked great for installing an air conditioner.,5,0.8,4.68
Good Quality,Works well. Good Quality.,5,0.7,4.734999999999999
Five Stars,did good job sealing window bottom's,5,0.7,4.24
Five Stars,Good for joint sealing and good price on amazon,5,0.7,4.58
Five Stars,easy to use,5,0.43333333333333335,4.417333333333334
Four Stars,saves me from stuffing old socks into my window ;),4,0.175,3.75837012987013
Five Stars,"so far so good, working well.",5,0.39999999999999997,4.397
Five Stars,Good stuff. Sealed that baby up.,5,0.7,4.54
Five Stars,It does the job.,5,0.0,4.16
Five Stars,Excellent.,5,1.0,5.0
Three Stars,flimsy,3,0.0,2.94
Five Stars,nice,5,0.6,4.672
As expected! Great,"Sticky on one side, not sticky on the other. Good stuff if you need to seal a portable A/C somewhere in the house.  Not only keeping the hot, humid Houston air out of my room; it's also keeping the creepy crawlers out!  Glad I bought this stuff with my recent portable A/C unit. My room is comfortable around the clock now.",5,0.1775,4.392733382936508
Works for insulating windows.,Worked for insulating my windows. Could be slightly wider.,4,-0.16666666666666666,3.7037272727272725
Five Stars,Gotta have it.,5,0.0,4.0
Good Product,On time and as advertised,4,0.7,3.62
Two Stars,"annoying to work with, hard to mold around the ac",2,-0.5458333333333334,2.54
thick and adheres well,sticks well and thicker than the one that came with the a/c unit i got...well worth getting,4,-2.7755575615628914e-17,3.7733333333333334
Five Stars,Works like a charm. Have used this type of foam for years.,5,0.0,4.2840740740740735
Five Stars,Just right to seal our portable air conditioner exhaust vent at the window.,5,0.2857142857142857,4.097563131313131
Five Stars,Great purchase,5,0.8,4.733333333333333
Four Stars,I used this stuff and it worked great. It sealed around the window very well,4,0.5,4.32
Four Stars,Good to prevent some chilly air coming in.,4,0.04999999999999999,4.102
This stuck and held up better than I expected,This stuck and held up better than I expected. It is important to clean the surface it needs to stick to with something like alcohol. It is good stuff. Better than the c**p you get at the building megastore.,5,0.3458333333333333,3.995
Nice,Soft dense foam that works great in windows,5,0.5,4.2180740740740745
Works great,M-D a Quality company - the narrow foam works great when sealing gaps btwn storm door glass and where it's framed in - also tucking in just smaller areas at threshold and base of door frames works great - have used for years and when changing out [or moving] rubbing alcohol removes w/o harming any wood finishes.,5,0.23333333333333336,4.398831168831169
Fat squishy self-adhesive tape,"I like this stuff to seal gaps around a window air conditioner. It's big and fat, squishes down to form a good seal, has adhesive on one side -- ideal, good value. Buy several rolls!
---
I guess I ought to admit that this stuff has VERY LITTLE adhesive -- you'll want to pin it between an AC unit and your window. Not sticky at all.",5,0.27152777777777776,4.0344004329004335
quality foam tape,We use this to seal our window around the air conditioner unit each season.  I also used this to make a new seal on the roof pod for our car.  Easy to install and it seems to work fine.,5,0.3287878787878788,4.067559523809524
in fact its much better than expected,"The only thing I was worried about when I bought this product was whether or not the back side would be sticky enough for what I needed it for. It definitely proved to be very sticky, in fact its much better than expected. 5 stars!",5,0.10833333333333334,3.935
As Required!,Good seal.,5,0.7,4.457493686868688
Quality foam insulation!,"Used to replace deteriorated/crumbling factory ventilation seals on my Land Rover.  Low density and very flexible/soft.  Backing had fiberglass reinforcement, which was very helpful.  Great replacement to renew old, original seals and get rid of dust/bits flying out of A/C vents.",5,0.27916666666666673,4.086333333333333
does the job well!,"Very thick, very good quality, good stickyness. Winter now. I used it to seal the space between the bottom of drywall & concrete floor... until i put down new flooring/moulding come Spring. Works great!",5,0.33582972582972576,4.648923076923077
Can't go wrong with this high-grade foam,"The one thing they don't make perfectly clear: the foam has a sticky side, and is 1/2 inch *high*, and 3/4 inch *wide*.  Of course, the fine print in the item description oddly says that it's 1/4 inch high -- ignore that ignorance.",5,0.010000000000000009,4.425333333333334
Perfect for when you mess up a home project.,"I added this to a wooden table-top extension after I failed to notice that the board had warped, leaving both ends raised compared to the middle, so it wobbled all over the place.  A bit of a hodge-podge, but it works nicely enough, and actually protects the desk-top below from the harsher contact.  Simple to apply, and does exactly what I needed.",5,0.06388888888888888,4.168888888888889
Works great!,"I bought this to seal off my car's trunk speakers to the hood (6x9"")!

It works great like this!
It's a little too wide though, but it's pretty easy to cut in half with a scissors. Then the width is about right!

It's not a lot you get, but the price is right. Just about long enough to seal off 2 cars with 4 to 6 car speakers each.

The remaining can easily be used for other purposes, like sealing or use it as dampers for doors or closets.",5,0.2407967032967033,4.4870274170274165
Blocks drafts from around doors,"This works just as described.  It is self adhesive and applies easily onto whatever door frame you are using.  I did a door in probably 5 minutes and that included opening the door, opening the product and making sure I was applying it correctly.  I used to be able to feel a breeze through our door frame, but now it is gone!  It works!!",5,0.6366319444444445,3.918831168831169
Compresses super far so shutting the door wasn't difficult at all,Used this to seal my apartment's front door and windows. Compresses super far so shutting the door wasn't difficult at all. Works great. =),5,0.14583333333333334,4.031157557720058
Four Stars,soso,4,0.0,3.5
One Star,doesn't stick very well,1,0.2,1.3897916666666665
Five Stars,good stuff nothing bad to say,5,5.551115123125783e-17,4.605
Five Stars,as described,5,0.0,3.8200000000000003
Just good.,Not long lasting. Just good.,4,0.35624999999999996,3.862
... the tape around the interior of door was in terrible shape. Purchased this tape and it is exactly ...,"Have a curb side mail box which is now over 10 years old and the tape around the interior of door was in terrible shape.  Purchased this tape and it is exactly the size you need when replacing it.  Super easy to use--just measure how much ya need and cut it. Remove the backing and apply.  This is perfect for ease of use and not so thick you have trouble closing the door after applying the new tape.
I would get this again and recommend to anyone .",5,0.016919191919191914,4.133342137896825
Four Stars,Good quality sound insulation - easy to install.,4,0.5111111111111112,4.1883333333333335
for everyone who uses window air conditioners!,yeah I put the stuff under and around my window when I install the window AC unit each summer.  It fills the gaps created by inconsistencies in my old 1948 windows without exception!,5,0.012499999999999997,4.145175685425685
Keeps out the drafty,"Our garage door leaked, had an air draft, no more after using this with a floor/door foam Twin Door Draft Dodger Guard Stopper",5,-0.25,4.081157557720058
stick needs to be better,"Product was ok but I put it around the gaps in a door but the opening and closing rubbing of the door finally won out and the foam tap started to fall and I had to remove it.  I will be re-shimming the door, the project I was trying to avoid",3,0.3333333333333333,3.099490891053391
Seals well,"This works well when sealing an indoor door or using it as a barrier to prevent rattling etc. since it does not hamper the closing of the door but seals it from insects, air escape etc. well.",5,0.0,4.148657557720058
foam tape,"I would reccomend this foam tape to anybody who needs to seal out cold air thier home, buy some now.",5,-0.6,4.3904983164983165
Suck it!,"Well, Shop-Vac is the kind. yup and brand name that is actually a thing. This is a great vacumn. Hang on the wall in your garage and use it for everything. Really cleans the car well. Don't always go to the car wash, have this thing. Suck up water, dirt, food, you name it. Works really awesome! Clean the garage floor, hell, vacuum the damn lawn.",4,0.42261904761904756,3.53432995951417
Just what I wanted,"I wanted a smaller vacuum that hung on the wall out of the way. This unit is exactly what I was looking for. It has great suction and the smaller diameter hose makes it very easy to drag in and around a car. The attachments work great.

If you need a small vacuum to clean out your cars, this is the ticket. I have a full size vacuum to clean up around the shop. Just because the name of this vacuum is ""Shop-Vac"" it surely does not imply this is a vacuum for a wood or machine shop. For that you need a larger hose and something more powerful.

Other reviews say this is to small for their shop or can't pick up chips or dibres. Well.... you can paint a house with a sash brush. It just takes a very long time. Same with this vac. You can't expect this to service a shop. Well, you can, if you accept the limitation of size. For what it's intended for, it works great.

Bravo Shop-Vac. A great product. Thank you.",5,0.21403846153846157,3.535017637576848
Small and compact - good but not perfect.,"I like the small size and simple design of this unit. It also has enough power for most things. Biggest problem is the small hose. It gets clogged VERY easy, and is difficult to clear. My Dad has a craftsman version which has a hose that is one size larger and he does not have these issues.

If your primary purpose is cleaning your car or occasionally sucking up some dirt this is a great unit. I would not recommend this for a workshop where you are trying to pick up lots of sawdust or other particulate that clogs easily.",3,0.0953921568627451,3.087823324823325
Noisy,I got this as a Christmas gift for my workshop.  I like that it stores up and out of the way but it is noisy.  I had to contact Shop Vac because the hose also made an extrememly loud whistling sound when operating.  They said it was a common problem and sent me a new hose.  With the new hose the whistling has stopped.  I mainly vacuum saw dust and dirt as it won't suck anything substatial in size all the way through the hose. For small clean up it is fine but that's about it.,3,0.11085858585858586,3.2866494708994707
Good except for two things.,"This unit is good.  It would be great if 1) the hose never clogged and 2) adapters for mating the 1"" hose to 1-1/4"" and other sizes were readily available.  Those cut to size adapters don't work - wasted $10 on one.",4,0.37916666666666665,3.3813400956342132
Not very powerful.  Loud and clogs often.,"I got this vacuum for free as a throw in for buying a saw.  I'm real disappointed.  This vacuum in meant to be hung on a wall, if you don't it tips very easily.  Operation wise it is reasonably powerful, but very loud.  The most frustrating thing about this vacuum is the small diameter of the hose, which caused it to clog very easily.  Definitely not a 'shop' vac.  Best use that I can find is to vacuum the sawdust off my tools, everything else use a full size shopvac.

Update:  can't stand it anymore...gave it away.  Don't waste your money.",1,0.10761133603238866,1.985711344211344
Decent mouthwash but pricier than similar ones that do the same.,"This is a review of the Rembrandt Deeply White Whitening Mouthwash with Fluoride Fresh Mint, 16 Ounce. There seems to be a few different products under this listing. This mouthwash is designed to freshen breath but also to whiten teeth by removing surface stains. You use it after brushing your teeth and let it foam up in your mouth. You shouldn't drink or eat anything for 30 minutes after you use it to let the peroxide, which is the main whitening ingredient, do its thing.

This mouthwash can burn if you have cold sores, small scrapes or cuts, or any sort of invitation in your mouth or on your gums. That is due to the peroxide and is normal but not very pleasant. My teeth feel foamy and clean when I use this but I don't see a ton of whitening. It takes 12 weeks of using it twice a day for results according to he packaging. I do think it helps with stains but it's pricier than very similar mouthwashes. I bought some Listerine after brushing whitening mouthwash at the dollar store and it has just about the exact same ingredients and works better. I generally love Rembrandt's products and this mouth wash IS decent but I feel I get too little results for too many dollars. Still, if you are  Rembrandt loyalist, this is a good mouthwash to use after brushing to help your teeth to stay white  or get a bit whiter.",3,0.08842147435897436,2.7293898809523807
Five Stars,Great,5,0.8,4.8
Very powerful. Works well if you mix with other brands of mouthwash.,"Very expensive, but you can make these go a long, long way by mixing them with some other less powerful rinse. If you have never used this full strength as it comes out of the bottle, get ready. It's a real mouthful! VERY strong. Better tasting then Listerine, but just as or more powerful. Too powerful for me. I mix it with Plax (1/3 Rembrandt to 2/3rd Plax) and it's just right and really cleans up the breath.",5,0.16513227513227513,3.805200838635049
this is the greatest product ever,"this is the greatest product ever. its a little expensive compared to other similar products but the results are amazing. I have ordered it twice now, will continue to use because this really does whiten teeth.",5,0.2484375,4.008856913919414
Favorite whitening mouthwash,"I've tried a few whitening mouthwashes, all of them alcohol-free, and this Rembrandt is my favorite.  I've been using it for a month, twice a day, and it makes my teeth glow (added bonus is the fluoride! so don't eat or drink for 30 minutes after using this).  I drink 4 cups of tea a day but I have orthodontic braces and therefore can't use whitening strips, so the whitening mouthwash is the way to go for me.  I don't think this stuff burns - only if I've recently burned my tongue on hot food, *then* this mouthwash kinda irritates the burned tongue.  And it's the most pleasant tasting whitening mouthwash I've used (Optic White was the worst!).  It foams up a LOT but that's the nature of the whitening mouthwash, they all do that.

I'm happy with it, and I'll keep buying it.  It's currently $5 here on Amazon and I don't mind at all that it's an ""add-on item"" because this mouthwash is $7.50 in my local drugstore.  Nice bit of savings here.",5,0.20059523809523808,3.737267628205128
Awful taste but it does whiten,"If you are used to mint-flavored toothpaste, this stuff will taste sour in comparison.  But you do get used to the taste and after a few weeks you do see a slight change in teeth color.  For a cheaper alternative, rinse mouth with peroxide like my dental hygienist daughter does.  Her teeth glimmer like pearls.

Active ingredient: sodium monofluoride.
Inactive ingredients:  glycerin,  hydrated silica, urea peroxide, aluminum hydroxide, modified food starch, silica, sodium citrate, propylene glycol, cocamidopropyl betaine, papain, sodium lauryl sulfate, carbomer, sodium saccharin, calcium disodium EDTA.

People who complain about there being ""premium air"" in the tubes need to realize that the ""Net weight 2.6 ounces"" on the tubes is for the weight of the actual paste.  Yes, this is expensive toothpaste but with long-term results you will see some whitening.",3,-0.26875,2.7587051282051283
An expensive toothpaste that doesn't whiten teeth and mediocre in cleaning them as well,"My wife and I tried this after using another brand of whitening strips. To our dismay, it didn't whiten our teeth, it also has some mediocre performance cleaning them. At least with regular toothpastes, they clean at the same time freshen our breath as well. Waste of money. Like what the other reviewers state, their claim of false packaging may have some merit as the tube contains way less of toothpaste than what is stated. I suggest you stay away or try other brands...or better yet just go to your dentist if you really like to whiten your teeth.",1,-0.12499999999999999,1.8569342948717948
"Good, uncertain how to rate","The nails and carrier are of expected good quality. I do have a problem where consistently the last 3 nails in the carrier cause a nail gun jam. I am not sure if it is the fault of the nail gun or the nails. I am a new user of a framing nailer and have been through a box of these nails and every last strip fired great except for the last 3 nails on each strip. Being a new user this is my first framing nailer and first time using these nails. Love 'em until the last three :) but no idea if my issue is nail supply or nail gun related. I suppose I will try different nails next time to see if the same thing occurs and if so, then the nail gun is the issue.",4,0.19363636363636363,3.607083333333333
Four Stars,They nailed it,4,0.0,3.5
Five Stars,works fine,5,0.4166666666666667,4.296666666666667
Great nails,I have bought nails at the big box store and the plastic strips ALWAYS are poor quality and I get misfeeds.  These have never caused a problem.......about 5 boxes through my Hitachi so far a NO issues.......,5,0.125,4.23
B&C Eagle A312X131HD/22 Full Round Head 3-1/2-Inch Hot Dip Galvanized Framing Nails (500 per box),"These B&C Eagle framing nails seem decently made and worked fine with my Porter Cable FR350 framing nailer. I didn't have any problems with jams or with them getting hung up in the nail chute. These 3-1/2"" nails are full round head, hot dipped galvanized and worked well for several small exterior projects with pressure treated lumber without issue.",5,0.11333333333333336,4.133071188071188
These work in my gun,"I bought these for use in my Milwaukee air gun, worked perfectly. Will buy more when I need them for another project.",5,0.75,4.383733333333334
"Decent nails, affordable","They worked great, not much more to say.  Good price on product and shipping.",4,0.35416666666666663,3.9433333333333334
The only problem was I need a lot more than ...,The only problem was I need a lot more than I thought.  So look for the bigger box for cheaper.,5,0.2,4.192857142857143
"They are good, but not great.","I got these to run through my Hitachi NR90AE and they work well enough. I ran into feed problems every so often and I probably would not have noticed it if I had not also had to go buy more of these, but a different brand, from my local hardware store. They were GripRite and once I started to run those, I did not have a single misfire and all of the grip rite nails drove in to the proper depth. It was like they were lubricated and the B&C were not, though neither actually is. Anyhow, I could have easily gone through the entire project and been happy with these nails if it was the only ones I had. Price wise, I think the big box store was as good on price if not better and came in a larger quantity. So I probably would not buy these again if/when I have to. My recommendation would be to shop around.",4,0.15325814536340854,3.5725555555555557
Five Stars,Work and shoot fine.,5,0.4166666666666667,4.296666666666667
Four Stars,"good product, but pricey.",4,0.7,4.0
Five Stars,I sided my front porch with these and found that worked as well as the guns brand.,5,0.0,4.68
Five Stars,Great product,5,0.8,4.8
